id,code,group_name,equipment_group,spec_set,detail,type,unit,value_direction,unit_perceived_value,relative_value,is_baseline,notes,is_active,commercial_category
848,IN_1013,Interior,Steering Wheel,Steering Wheel,Fixed,scale,,,0.00,0.00,true,vs. none,true,Conforto
849,IN_1019,Interior,Sunvisor,Illumination,None,scale,,,0.00,0.00,true,vs. none,true,Conforto
55,OW_0001,Ownership,Inmetro,FE,FE,numeric,MJ/Km,Negative,0.00,0.00,false,,true,Ownership
56,OW_0002,Ownership,Inmetro,Urban (gasoline),Urban (gasoline),numeric,km/L,Positive,0.00,0.00,false,,true,Ownership
57,OW_0003,Ownership,Inmetro,Road (gasoline),Road (gasoline),numeric,km/L,Positive,0.00,0.00,false,,true,Ownership
853,OW_0004,Ownership,Inmetro,Urban (ethanol),Urban (ethanol),numeric,km/L,Positive,0.00,0.00,false,,true,Ownership
854,OW_0005,Ownership,Inmetro,Road (ethanol),Road (ethanol),numeric,km/L,Positive,0.00,0.00,false,,true,Ownership
60,OW_0006,Ownership,Fuel tank,Fuel tank,Fuel tank,numeric,L,Positive,0.00,0.00,false,,true,Ownership
61,OW_0007,Ownership,Autonomy,E-Range,E-Range,numeric,km,Positive,0.00,0.00,false,,true,Ownership
62,OW_0008,Ownership,Autonomy,TTL autonomy,TTL autonomy,numeric,km,Positive,0.00,0.00,false,,true,Ownership
63,OW_0009,Ownership,Total warranty,Total warranty,Total warranty,numeric,years,Positive,0.00,860.00,false,,true,Ownership
64,OW_0010,Ownership,Electric system warranty,Electric system warranty,Electric system warranty,numeric,years,Positive,0.00,0.00,false,,true,Ownership
860,PW_0001,Powertrain,Engine type,Engine tech,MHEV,scale,,,0.00,7130.00,false,vs. conventional,true,Performance
861,PW_0002,Powertrain,Engine type,Engine tech,HEV,scale,,,0.00,14250.00,false,vs. conventional,true,Performance
15,PW_0003,Powertrain,Engine type,Engine tech,PHEV,scale,,,0.00,28500.00,false,vs. conventional,true,Performance
16,PW_0004,Powertrain,Engine type,Engine tech,EV,scale,,,0.00,34200.00,false,vs. conventional,true,Performance
17,PW_0005,Powertrain,Combustion engine,Displacement,Displacement,numeric,cc,Positive,0.00,0.00,false,,true,Performance
865,PW_0006,Powertrain,Combustion engine,Turbocharger,Turbocharger,scale,,,0.00,2600.00,false,vs. conventional,true,Performance
20,PW_0007,Powertrain,Combustion engine,Turbocharger,Turbocharger with direct fuel injection,scale,,,0.00,2600.00,false,vs. conventional,true,Performance
21,PW_0008,Powertrain,Combustion engine,Cylinders,Cylinders,numeric,unit,Positive,0.00,0.00,false,,true,Performance
22,PW_0009,Powertrain,Combustion engine,Engine type,Inline cylinders,scale,,,0.00,0.00,true,,true,Performance
869,PW_0010,Powertrain,Combustion engine,Engine type,V cylinders,scale,,,0.00,50.00,false,,true,Performance
24,PW_0011,Powertrain,Combustion engine,Max power,Max power,numeric,cv,Positive,0.00,30.00,false,,true,Performance
25,PW_0012,Powertrain,Combustion engine,Max torque,Max torque,numeric,Nm,Positive,0.00,20.00,false,,true,Performance
26,PW_0014,Powertrain,Combustion engine,Rotation max power,Rotation max power,numeric,RPM,Negative,0.00,0.00,false,,true,Performance
27,PW_0015,Powertrain,Combustion engine,Rotation max torque,Rotation max torque,numeric,RPM,Negative,0.00,0.00,false,,true,Performance
874,PW_0016,Powertrain,Transmission,Transmission type,MT,scale,,,0.00,0.00,true,vs. MT (4AT 4000/ 500 per speed),true,Dirigibilidade
875,PW_0017,Powertrain,Transmission,Transmission type,DCT,scale,,,0.00,5990.00,false,vs. MT (6DCT 6000/ 500 per speed),true,Dirigibilidade
876,PW_0018,Powertrain,Transmission,Transmission type,CVT,scale,,,0.00,5180.00,false,vs. MT,true,Dirigibilidade
32,PW_0019,Powertrain,Transmission,Transmission type,DHT,scale,,,0.00,7000.00,false,vs. MT,true,Dirigibilidade
33,PW_0020,Powertrain,Transmission,# of Speed,# of Speed,numeric,unit,Positive,500.00,0.00,false,R$500 per speed,true,Dirigibilidade
34,PW_0021,Powertrain,Electric engine,Permanent Magnet Synchronous Motor (PMSM),Permanent Magnet Synchronous Motor (PMSM),binary,,,0.00,0.00,false,,true,Performance
35,PW_0022,Powertrain,Electric engine,FR Max power,FR Max power,numeric,cv,Positive,0.00,0.00,false,,true,Performance
36,PW_0023,Powertrain,Electric engine,FR Max torque,FR Max torque,numeric,Nm,Positive,0.00,0.00,false,,true,Performance
882,PW_0025,Powertrain,Electric engine,RR Max power,RR Max power,numeric,cv,Positive,0.00,0.00,false,,true,Performance
883,PW_0026,Powertrain,Electric engine,RR Max torque,RR Max torque,numeric,Nm,Positive,0.00,0.00,false,,true,Performance
39,PW_0028,Powertrain,Battery,Battery capacity,Battery capacity,numeric,kWh,Positive,500.00,0.00,false,,true,Ownership
40,PW_0029,Powertrain,Battery,Max charger AC,Max charger AC,numeric,kW,Positive,0.00,10.00,false,,true,Ownership
41,PW_0030,Powertrain,Battery,Max charger DC,Max charger DC,numeric,kW,Positive,0.00,10.00,false,,true,Ownership
42,PW_0031,Powertrain,Battery,V2L function,V2L function,binary,,,100.00,0.00,false,,true,Ownership
43,PW_0032,Powertrain,Combined performance,Total max power,Total max power,numeric,cv,Positive,30.00,0.00,false,,true,Performance
44,PW_0033,Powertrain,Combined performance,Total max torque,Total max torque,numeric,Nm,Positive,20.00,0.00,false,,true,Performance
45,PW_0035,Powertrain,Combined performance,Power x weight,Power x weight,numeric,kg/cv,Negative,0.00,0.00,false,,true,Performance
46,PW_0036,Powertrain,Combined performance,Torque x weight,Torque x weight,numeric,kg/Nm,Negative,0.00,0.00,false,,true,Performance
47,PW_0037,Powertrain,Combined performance,0-100 km/h acceleration,0-100 km/h acceleration,numeric,s,Negative,0.00,0.00,false,,true,Performance
48,PW_0038,Powertrain,Combined performance,Max speed,Max speed,numeric,km/h,Positive,0.00,0.00,false,,true,Performance
49,PW_0039,Powertrain,Traction,Traction,FWD,scale,,,0.00,0.00,true,,true,Performance
895,PW_0040,Powertrain,Traction,Traction,RWD,scale,,,0.00,2850.00,false,vs. 2WD,true,Performance
896,PW_0041,Powertrain,Traction,Traction,AWD,scale,,,0.00,8100.00,false,vs. 2WD,true,Performance
52,PW_0042,Powertrain,Suspension,FR Suspension,FR McPherson,scale,,,0.00,0.00,false,,true,Dirigibilidade
898,PW_0043,Powertrain,Suspension,RR Suspension,RR McPherson,scale,,,0.00,0.00,true,,true,Dirigibilidade
54,PW_0044,Powertrain,Suspension,RR Suspension,RR Multilink,scale,,,0.00,500.00,false,,true,Dirigibilidade
900,PW_0045,Powertrain,Engine type,Engine tech,REEV,scale,,,0.00,4280.00,false,Override candidato: PW_0045 realocado de AT para REEV; não persistido.,true,Dirigibilidade
901,PW_1008,Powertrain,Combustion engine,Turbocharger,Aspirated,scale,,,0.00,0.00,true,baseline,true,Performance
902,PW_1015,Powertrain,Engine type,Engine tech,ICE,scale,,,0.00,0.00,true,,true,Performance
903,PW_1045,Powertrain,Transmission,Transmission type,AT,scale,,,0.00,4280.00,false,Código candidato para AT deslocado de PW_0045; não persistido.,true,Dirigibilidade
904,PW_FUEL_001,Powertrain,Fuel,Fuel type,Gasoline,scale,,,0.00,0.00,true,baseline,true,Ownership
905,PW_FUEL_002,Powertrain,Fuel,Fuel type,Etanol,scale,,,0.00,0.00,false,,true,Ownership
906,PW_FUEL_003,Powertrain,Fuel,Fuel type,Flex,scale,,,0.00,0.00,false,,true,Ownership
907,PW_FUEL_004,Powertrain,Fuel,Fuel type,Diesel,scale,,,0.00,0.00,false,,true,Ownership
908,PW_FUEL_005,Powertrain,Fuel,Fuel type,Hidrogen,scale,,,0.00,0.00,false,,true,Ownership
909,PW_FUEL_006,Powertrain,Fuel,Fuel type,Electric,scale,,,0.00,0.00,false,,true,Ownership
246,SF_0001,Safety,Child safety lock,Child Lock,Mechanical,scale,,,0.00,0.00,true,vs. none,true,Seguranca
247,SF_0002,Safety,Child safety lock,Child Lock,Electronic,scale,,,0.00,100.00,false,vs. none,true,Seguranca
912,SF_0003,Safety,Seat belt,Second Row Height-Adjustable,Second Row Height-Adjustable,binary,,,170.00,0.00,false,vs. none,true,Seguranca
249,SF_0004,Safety,Seat belt,Front Row Load-Limiting,Front Row Load-Limiting,binary,,,20.00,0.00,false,vs. none,true,Seguranca
250,SF_0005,Safety,Seat belt,Second Row Load-Limiting,Second Row Load-Limiting,binary,,,20.00,0.00,false,vs. none,true,Seguranca
251,SF_0006,Safety,Seat belt,Front Row Pretensioner ,Front Row Pretensioner ,binary,,,20.00,0.00,false,vs. none,true,Seguranca
252,SF_0007,Safety,Seat belt,Second Row Pretensioner,Second Row Pretensioner,binary,,,20.00,0.00,false,vs. none,true,Seguranca
253,SF_0008,Safety,Seat belt,ISOFIX Interface,ISOFIX Interface,binary,,,50.00,0.00,false,vs. none,true,Seguranca
254,SF_0009,Safety,Seat belt,Front row seat belt reminder,Front row seat belt reminder,binary,,,100.00,0.00,false,vs. none,true,Seguranca
255,SF_0010,Safety,Seat belt,Second row seat belt reminder,Second row seat belt reminder,binary,,,100.00,0.00,false,vs. none,true,Seguranca
256,SF_0011,Safety,Airbags,Front airbags,Front airbags,binary,,,1500.00,0.00,false,vs. none,true,Seguranca
257,SF_0012,Safety,Airbags,Side airbags (FR),Side airbags (FR),binary,,,640.00,0.00,false,vs. none,true,Seguranca
922,SF_0013,Safety,Airbags,Side airbags (RR),Side airbags (RR),binary,,,540.00,0.00,false,vs. none,true,Seguranca
923,SF_0014,Safety,Airbags,Central side airbags (FR),Central side airbags (FR),binary,,,550.00,0.00,false,vs. none,true,Seguranca
260,SF_0015,Safety,Airbags,Curtain airbags,Curtain airbags,binary,,,1450.00,0.00,false,vs. none,true,Seguranca
925,SF_0016,Safety,Airbags,Knee airbag (driver),Knee airbag (driver),binary,,,550.00,0.00,false,vs. none,true,Seguranca
262,SF_0017,Safety,TCS (Traction Control System),TCS (Traction Control System),TCS (Traction Control System),binary,,,480.00,0.00,false,vs. ABS,true,Seguranca
263,SF_0018,Safety,Brakes,ABS (Anti-lock Braking System),ABS (Anti-lock Braking System),binary,,,1430.00,0.00,false,vs. none,true,Seguranca
264,SF_0019,Safety,Brakes,EBD (Electronic Brakeforce Distribution),EBD (Electronic Brakeforce Distribution),binary,,,50.00,0.00,false,vs. none,true,Seguranca
265,SF_0020,Safety,Brakes,BAS (Brake Assist System),BAS (Brake Assist System),binary,,,50.00,0.00,false,vs. none,true,Seguranca
266,SF_0021,Safety,Brakes,BOS (Brake Override System),BOS (Brake Override System),binary,,,50.00,0.00,false,vs. none,true,Seguranca
267,SF_0022,Safety,Brakes,VSC (Vehicle Stability Control),VSC (Vehicle Stability Control),binary,,,990.00,0.00,false,vs. ABS,true,Seguranca
268,SF_0023,Safety,Brakes,Hill Assist Control (HAC),Hill Assist Control (HAC),binary,,,110.00,0.00,false,vs. none,true,Seguranca
269,SF_0024,Safety,Brakes,Hill Descent Control (HDC),Hill Descent Control (HDC),binary,,,190.00,0.00,false,vs. none,true,Seguranca
270,SF_0025,Safety,Brakes,Rear Disc Brake,Rear Disc Brake,binary,,,260.00,0.00,false,vs. drum,true,Seguranca
271,SF_0026,Safety,Brakes,Front ventilated disc brakes,Front ventilated disc brakes,binary,,,0.00,0.00,false,,true,Seguranca
272,SF_0027,Safety,Brakes,Rear solid disc brakes,Rear solid disc brakes,binary,,,0.00,0.00,false,,true,Seguranca
937,SF_0028,Safety,Brakes,Rear drum brakes,Rear drum brakes,binary,,,0.00,0.00,false,,true,Seguranca
274,SF_0029,Safety,Brakes,Eletronic Parking Brake,Eletronic Parking Brake,binary,,,480.00,0.00,false,vs. hand type,true,Seguranca
275,SF_0030,Safety,Brakes,Auto hold,Auto hold,binary,,,50.00,0.00,false,vs. none,true,Seguranca
276,SF_0031,Safety,Parking assist,Front Warning System,Front Warning System,binary,,,630.00,0.00,false,vs. none,true,Tecnologia
277,SF_0032,Safety,Parking assist,Back Warning System,Back Warning System,binary,,,630.00,0.00,false,vs. none,true,Tecnologia
942,SF_0033,Safety,Parking assist,Auto Parking,Auto Parking,binary,,,890.00,0.00,false,vs. none,true,Tecnologia
943,SF_0034,Safety,Parking assist,Camera,RVM,scale,,,0.00,770.00,false,vs. none,true,Tecnologia
281,SF_0035,Safety,Parking assist,Camera,360�,scale,,,0.00,2280.00,false,vs. none,true,Tecnologia
945,SF_0036,Safety,Parking assist,Camera,540�,scale,,,0.00,2850.00,false,vs. none,true,Tecnologia
283,SF_0037,Safety,Crash-Activated Door Unlock,Crash-Activated Door Unlock,Crash-Activated Door Unlock,binary,,,20.00,0.00,false,vs. none,true,Seguranca
284,SF_0038,Safety,Central Door Lock,Central Door Lock,Central Door Lock,binary,,,420.00,0.00,false,vs. none,true,Tecnologia
285,SF_0039,Safety,Automatic Door Lock,Automatic Door Lock,Automatic Door Lock,binary,,,50.00,0.00,false,vs. none,true,Tecnologia
949,SF_0040,Safety,EDR (Event data recorder),EDR (Event data recorder),EDR (Event data recorder),binary,,,100.00,0.00,false,vs. none,true,Seguranca
287,SF_0041,Safety,Dashcam,Dashcam,Dashcam,binary,,,570.00,0.00,false,vs. none,true,Seguranca
288,SF_0042,Safety,TPMS (Tire Pressure Monitor System),TPMS (Tire Pressure Monitor System),TPMS (Tire Pressure Monitor System),binary,,,380.00,0.00,false,vs. none,true,Seguranca
289,SF_0043,Safety,Rain Sensor,Rain Sensor,Rain Sensor,binary,,,310.00,0.00,false,vs. none,true,Conforto
290,SF_0044,Safety,Anti Theft Alarm,Anti Theft Alarm,Anti Theft Alarm,binary,,,320.00,0.00,false,vs. none,true,Seguranca
291,SF_0045,Safety,Immobilizer,Immobilizer,Immobilizer,binary,,,290.00,0.00,false,vs. none,true,Seguranca
955,SF_1017,Safety,Parking assist,Camera,None,scale,,,0.00,0.00,true,vs. none,true,Tecnologia
